sample_id,timestep,throughput_mbps,channel_occupancy_percent,latency_ms,jitter_ms,tx_retries_per_s,tx_failed_per_s,rssi_dbm,rssi_delta_db,rssi_moving_avg_dbm,label,scenario
0,0,0.0005932454765032417,0.6000240009600384,0.17860878661087867,0.32012847965738755,0.0005048975058063213,0.00047833157945087533,0.2631578947368421,0.5406348099058249,0.2804264139769026,1,normal_idle
0,1,0.00021187338446544346,0.32005280211208453,0.1450491631799163,0.2398286937901499,0.0,0.0,0.2631578947368421,0.5580746424834321,0.27894580989043516,1,normal_idle
0,2,0.0003389974151447095,0.4400576023040922,0.17834728033472802,0.32762312633832974,0.00013463933488168568,0.00012755508785356677,0.25,0.5406348099058249,0.2753923600829138,1,normal_idle
0,3,0.023433196321878045,0.48001920076803073,0.3563462343096234,0.8629550321199143,0.14700932377394055,0.1392742115501132,0.18421052631578946,0.47087547959539583,0.2576251110453064,1,normal_idle
0,4,0.00025424806135853213,0.3600144005760231,0.07322175732217573,0.11777301927194861,0.0007405163418492713,0.0007015529831946172,0.18421052631578946,0.5580746424834321,0.2368966538347646,1,normal_idle
0,5,0.00046612144582397556,0.6000240009600384,0.04942468619246862,0.04925053533190578,0.0005048975058063213,0.00047833157945087533,0.19736842105263158,0.5755144750610394,0.22209061297009183,1,normal_idle
0,6,0.00012712403067926606,0.3600144005760231,0.151673640167364,0.30620985010706636,0.0005048975058063213,0.00047833157945087533,0.18421052631578946,0.5406348099058249,0.20432336393248443,1,normal_idle
0,7,0.0003389974151447095,0.5600624024960998,0.2905334728033473,0.6038543897216274,0.0008414958430105354,0.0007972192990847922,0.19736842105263158,0.5755144750610394,0.19247853124074624,1,normal_idle
0,8,0.00016949870757235476,0.3600144005760231,0.15951882845188284,0.2965738758029979,0.0004207479215052677,0.0003986096495423961,0.21052631578947367,0.5755144750610394,0.19840094758661522,1,normal_idle
0,9,0.00038137209203779817,0.48001920076803073,0.29707112970711297,0.33940042826552463,0.0010097950116126427,0.0009566631589017507,0.21052631578947367,0.5580746424834321,0.20432336393248443,1,normal_idle
1,0,0.00021187338446544346,0.32005280211208453,0.1450491631799163,0.2398286937901499,0.0,0.0,0.2631578947368421,0.5580746424834321,0.27894580989043516,1,normal_idle
1,1,0.0003389974151447095,0.4400576023040922,0.17834728033472802,0.32762312633832974,0.00013463933488168568,0.00012755508785356677,0.25,0.5406348099058249,0.2753923600829138,1,normal_idle
1,2,0.023433196321878045,0.48001920076803073,0.3563462343096234,0.8629550321199143,0.14700932377394055,0.1392742115501132,0.18421052631578946,0.47087547959539583,0.2576251110453064,1,normal_idle
1,3,0.00025424806135853213,0.3600144005760231,0.07322175732217573,0.11777301927194861,0.0007405163418492713,0.0007015529831946172,0.18421052631578946,0.5580746424834321,0.2368966538347646,1,normal_idle
1,4,0.00046612144582397556,0.6000240009600384,0.04942468619246862,0.04925053533190578,0.0005048975058063213,0.00047833157945087533,0.19736842105263158,0.5755144750610394,0.22209061297009183,1,normal_idle
1,5,0.00012712403067926606,0.3600144005760231,0.151673640167364,0.30620985010706636,0.0005048975058063213,0.00047833157945087533,0.18421052631578946,0.5406348099058249,0.20432336393248443,1,normal_idle
1,6,0.0003389974151447095,0.5600624024960998,0.2905334728033473,0.6038543897216274,0.0008414958430105354,0.0007972192990847922,0.19736842105263158,0.5755144750610394,0.19247853124074624,1,normal_idle
1,7,0.00016949870757235476,0.3600144005760231,0.15951882845188284,0.2965738758029979,0.0004207479215052677,0.0003986096495423961,0.21052631578947367,0.5755144750610394,0.19840094758661522,1,normal_idle
1,8,0.00038137209203779817,0.48001920076803073,0.29707112970711297,0.33940042826552463,0.0010097950116126427,0.0009566631589017507,0.21052631578947367,0.5580746424834321,0.20432336393248443,1,normal_idle
1,9,0.00012712403067926606,0.4400576023040922,0.12892259414225943,0.23768736616702354,0.00020195900232252852,0.00019133263178035013,0.23684210526315788,0.5929543076386466,0.21320698845128802,1,normal_idle
2,0,0.0003389974151447095,0.4400576023040922,0.17834728033472802,0.32762312633832974,0.00013463933488168568,0.00012755508785356677,0.25,0.5406348099058249,0.2753923600829138,1,normal_idle
2,1,0.023433196321878045,0.48001920076803073,0.3563462343096234,0.8629550321199143,0.14700932377394055,0.1392742115501132,0.18421052631578946,0.47087547959539583,0.2576251110453064,1,normal_idle
2,2,0.00025424806135853213,0.3600144005760231,0.07322175732217573,0.11777301927194861,0.0007405163418492713,0.0007015529831946172,0.18421052631578946,0.5580746424834321,0.2368966538347646,1,normal_idle
2,3,0.00046612144582397556,0.6000240009600384,0.04942468619246862,0.04925053533190578,0.0005048975058063213,0.00047833157945087533,0.19736842105263158,0.5755144750610394,0.22209061297009183,1,normal_idle
2,4,0.00012712403067926606,0.3600144005760231,0.151673640167364,0.30620985010706636,0.0005048975058063213,0.00047833157945087533,0.18421052631578946,0.5406348099058249,0.20432336393248443,1,normal_idle
2,5,0.0003389974151447095,0.5600624024960998,0.2905334728033473,0.6038543897216274,0.0008414958430105354,0.0007972192990847922,0.19736842105263158,0.5755144750610394,0.19247853124074624,1,normal_idle
2,6,0.00016949870757235476,0.3600144005760231,0.15951882845188284,0.2965738758029979,0.0004207479215052677,0.0003986096495423961,0.21052631578947367,0.5755144750610394,0.19840094758661522,1,normal_idle
2,7,0.00038137209203779817,0.48001920076803073,0.29707112970711297,0.33940042826552463,0.0010097950116126427,0.0009566631589017507,0.21052631578947367,0.5580746424834321,0.20432336393248443,1,normal_idle
2,8,0.00012712403067926606,0.4400576023040922,0.12892259414225943,0.23768736616702354,0.00020195900232252852,0.00019133263178035013,0.23684210526315788,0.5929543076386466,0.21320698845128802,1,normal_idle
2,9,0.00012712403067926606,0.39997599903996156,0.2717050209205021,0.35867237687366166,0.0,0.0,0.23684210526315788,0.5580746424834321,0.22505182114302621,1,normal_idle
3,0,0.00038137209203779817,0.48001920076803073,0.29707112970711297,0.33940042826552463,0.0010097950116126427,0.0009566631589017507,0.21052631578947367,0.5580746424834321,0.20432336393248443,1,normal_idle
3,1,0.00012712403067926606,0.4400576023040922,0.12892259414225943,0.23768736616702354,0.00020195900232252852,0.00019133263178035013,0.23684210526315788,0.5929543076386466,0.21320698845128802,1,normal_idle
3,2,0.00012712403067926606,0.39997599903996156,0.2717050209205021,0.35867237687366166,0.0,0.0,0.23684210526315788,0.5580746424834321,0.22505182114302621,1,normal_idle
3,3,0.00046612144582397556,0.39997599903996156,0.3880753138075314,0.1745182012847966,0.0020195900232252853,0.0019133263178035013,0.23684210526315788,0.5580746424834321,0.23393544566183,1,normal_idle
3,4,0.0003389974151447095,0.2799711988479539,0.14618200836820083,0.14453961456102785,0.0006731966744084284,0.0006377754392678337,0.23684210526315788,0.5580746424834321,0.239857862007699,1,normal_idle
3,5,0.003940844951057248,0.6000240009600384,0.10277196652719665,0.24732334047109208,0.006731966744084284,0.006377754392678338,0.19736842105263158,0.5057551447506103,0.2368966538347646,1,normal_idle
3,6,0.0033475994745540065,0.6000240009600384,0.09388075313807531,0.14668094218415417,0.006563667575482177,0.0062183105328613795,0.18421052631578946,0.5406348099058249,0.22505182114302621,1,normal_idle
